1766951177.269029 server started (78177): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1766951177.269082 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:34 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T8103
1766951177.269099 using libevent 2.1.12-stable select
1766951177.269117 using utf8proc 2.11.2
1766951177.269130 using ncurses 6.5 20240427
1766951227.424229 format_expand1: expanding format: default
1766951227.424236 format_expand1: result is: default
1766951227.424243 format_replace: compare != left is: fg=colour81,bold
1766951227.424249 format_replace: compare != right is: default
1766951227.424257 format_replace: replaced '!=:#{E:window-status-current-style},default' with '1'
1766951227.424264 format_expand1: result is: 1
1766951227.424271 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is true
1766951227.424278 format_expand1: expanding format: #{E:window-status-current-style}
1766951227.424285 format_expand1: found #{}: E:window-status-current-style
1766951227.424292 format_replace: modifier 0 is E
1766951227.424300 format_replace: format 'window-status-current-style' found: fg=colour81,bold
1766951227.424306 format_expand1: expanding format: fg=colour81,bold
1766951227.424313 format_expand1: result is: fg=colour81,bold
1766951227.424320 format_replace: replaced 'E:window-status-current-style' with 'fg=colour81,bold'
1766951227.424327 format_expand1: result is: fg=colour81,bold
1766951227.424335 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'fg=colour81,bold'
1766951227.424344 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1766951227.424352 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1766951227.424362 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1766951227.424370 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1766951227.424376 format_replace: modifier 0 is &&
1766951227.424383 format_expand1: expanding format: #{window_last_flag}
1766951227.424390 format_expand1: found #{}: window_last_flag
1766951227.424400 format_replace: format 'window_last_flag' found: 0
1766951227.424407 format_replace: replaced 'window_last_flag' with '0'
1766951227.424413 format_expand1: result is: 0
1766951227.424420 format_bool_op_n: operator && has operand: 0
1766951227.424428 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1766951227.424435 format_expand1: result is: 0
1766951227.424442 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1766951227.424451 format_replace: no condition matched in '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},'; using last arg
1766951227.424459 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1766951227.424470 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1766951227.424478 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1766951227.424487 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1766951227.424495 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1766951227.424501 format_replace: modifier 0 is &&
1766951227.424508 format_expand1: expanding format: #{window_bell_flag}
1766951227.424515 format_expand1: found #{}: window_bell_flag
1766951227.424524 format_replace: format 'window_bell_flag' found: 0
1766951227.424531 format_replace: replaced 'window_bell_flag' with '0'
1766951227.424538 format_expand1: result is: 0
1766951227.424544 format_bool_op_n: operator && has operand: 0
1766951227.424552 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1766951227.424558 format_expand1: result is: 0
1766951227.424566 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1766951227.424576 format_replace: no condition matched in '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}'; using last arg
1766951227.424584 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1766951227.424594 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1766951227.424603 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1766951227.424612 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1766951227.424620 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1766951227.424633 format_replace: modifier 0 is &&
1766951227.424640 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1766951227.424648 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1766951227.424654 format_replace: modifier 0 is ||
1766951227.424661 format_expand1: expanding format: #{window_activity_flag}
1766951227.424668 format_expand1: found #{}: window_activity_flag
1766951227.424678 format_replace: format 'window_activity_flag' found: 0
1766951227.424685 format_replace: replaced 'window_activity_flag' with '0'
1766951227.424691 format_expand1: result is: 0
1766951227.424698 format_bool_op_n: operator || has operand: 0
1766951227.424705 format_expand1: expanding format: #{window_silence_flag}
1766951227.424712 format_expand1: found #{}: window_silence_flag
1766951227.424721 format_replace: format 'window_silence_flag' found: 0
1766951227.424728 format_replace: replaced 'window_silence_flag' with '0'
1766951227.424734 format_expand1: result is: 0
1766951227.424741 format_bool_op_n: operator || has operand: 0
1766951227.424748 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1766951227.424755 format_expand1: result is: 0
1766951227.424761 format_bool_op_n: operator && has operand: 0
1766951227.424769 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1766951227.424776 format_expand1: result is: 0
1766951227.424783 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1766951227.424792 format_replace: no condition matched in '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},'; using last arg
1766951227.424801 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1766951227.424807 format_expand1: result is: 
1766951227.424817 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1766951227.424824 format_expand1: found #*1[
1766951227.424831 format_expand1: found #{}: T:window-status-current-format
1766951227.424838 format_replace: modifier 0 is T
1766951227.424847 format_replace: format 'window-status-current-format' found:  #[fg=colour81,bold]#I:#W #[fg=colour238]#(git rev-parse --abbrev-ref HEAD 2>/dev/null) 
1766951227.424855 format_expand1: expanding format:  #[fg=colour81,bold]#I:#W #[fg=colour238]#(git rev-parse --abbrev-ref HEAD 2>/dev/null) 
1766951227.424862 format_expand1: found #*1[
1766951227.424869 format_expand1: found #I: window_index
1766951227.424878 format_replace: format 'window_index' found: 1
1766951227.424885 format_replace: replaced 'window_index' with '1'
1766951227.424892 format_expand1: found #W: window_name
1766951227.424901 format_replace: format 'window_name' found: zsh
1766951227.424908 format_replace: replaced 'window_name' with 'zsh'
1766951227.424915 format_expand1: found #*1[
1766951227.424922 format_expand1: found #(): git rev-parse --abbrev-ref HEAD 2>/dev/null
1766951227.424930 format_expand1: expanding format: git rev-parse --abbrev-ref HEAD 2>/dev/null
1766951227.424937 format_expand1: result is: git rev-parse --abbrev-ref HEAD 2>/dev/null
1766951227.424944 format_expand1: #() result: 
1766951227.424951 format_expand1: result is:  #[fg=colour81,bold]1:zsh #[fg=colour238] 
1766951227.424959 format_replace: replaced 'T:window-status-current-format' with ' #[fg=colour81,bold]1:zsh #[fg=colour238] '
1766951227.424966 format_expand1: found #*1[
1766951227.424973 format_expand1: found #*1[
1766951227.424980 format_expand1: found #{}: ?loop_last_flag,,#{window-status-separator}
1766951227.424987 format_replace: condition is: loop_last_flag
1766951227.424998 format_replace: condition 'loop_last_flag' found: 1
1766951227.425005 format_replace: condition 'loop_last_flag' is true
1766951227.425013 format_replace: replaced '?loop_last_flag,,#{window-status-separator}' with ''
1766951227.425021 format_expand1: result is: #[range=window|1 list=focus fg=colour81,bold]#[push-default] #[fg=colour81,bold]1:zsh #[fg=colour238] #[pop-default]#[norange list=on default]
1766951227.425029 unref client 0x131813a00 (3 references)
1766951227.425049 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}' with '#[range=window|1 list=focus fg=colour81,bold]#[push-default] #[fg=colour81,bold]1:zsh #[fg=colour238] #[pop-default]#[norange list=on default]'
1766951227.425057 format_expand1: found #*1[
1766951227.425064 format_expand1: found #{}: E:status-right-style
1766951227.425071 format_replace: modifier 0 is E
1766951227.425080 format_replace: format 'status-right-style' found: default
1766951227.425087 format_expand1: expanding format: default
1766951227.425093 format_expand1: result is: default
1766951227.425100 format_replace: replaced 'E:status-right-style' with 'default'
1766951227.425107 format_expand1: found #*1[
1766951227.425114 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1766951227.425122 format_expand1: expanding format: #{status-right-length}
1766951227.425128 format_expand1: found #{}: status-right-length
1766951227.425137 format_replace: format 'status-right-length' found: 40
1766951227.425144 format_replace: replaced 'status-right-length' with '40'
1766951227.425151 format_expand1: result is: 40
1766951227.425158 format_replace: modifier 0 is T
1766951227.425164 format_replace: modifier 1 is =
1766951227.425171 format_replace: modifier 1 argument 0: 40
1766951227.425180 format_replace: format 'status-right' found: #[fg=colour244]%Y-%m-%d #[fg=colour81]%H:%M 
1766951227.425188 format_expand1: expanding format: #[fg=colour244]%Y-%m-%d #[fg=colour81]%H:%M 
1766951227.425568 format_expand1: after time expanded: #[fg=colour244]2025-12-28 #[fg=colour81]11:47 
1766951227.425579 format_expand1: found #*1[
1766951227.425586 format_expand1: found #*1[
1766951227.425593 format_expand1: result is: #[fg=colour244]2025-12-28 #[fg=colour81]11:47 
1766951227.425601 format_replace: applied length limit 40: #[fg=colour244]2025-12-28 #[fg=colour81]11:47 
1766951227.425609 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '#[fg=colour244]2025-12-28 #[fg=colour81]11:47 '
1766951227.425616 format_expand1: found #*1[
1766951227.425623 format_expand1: found #*1[
1766951227.425634 format_expand1: result is: #[align=left range=left default]#[push-default]#[fg=colour81,bold] 0 #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|1 list=focus fg=colour81,bold]#[push-default] #[fg=colour81,bold]1:zsh #[fg=colour238] #[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]#[fg=colour244]2025-12-28 #[fg=colour81]11:47 #[pop-default]#[norange default]
1766951227.425643 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951227.425650 unref client 0x131813a00 (2 references)
1766951227.425656 status_redraw exit: force=0, changed=0
1766951227.425663 /dev/ttys008: redraw added 0 bytes
1766951227.425671 server_client_reset_state: client /dev/ttys008 mode CURSOR,WRAP,BRACKETPASTE
1766951227.425678 server_client_reset_state: cursor to 2,9
1766951227.425685 server_client_check_pane_buffer: pane %0 is on
1766951227.425692 @0 active pane not changed
1766951232.386615 client 0x131813a00, status interval 5
1766951232.386685 cmdq_next <global>: empty
1766951232.386701 cmdq_next </dev/ttys008>: empty
1766951232.386715 /dev/ttys008: redraw status
1766951232.386726 /dev/ttys008: redraw needed
1766951232.386752 screen_redraw_set_context: /dev/ttys008 @0 ox=0 oy=0 sx=86 sy=45 1/0
1766951232.386763 status_redraw enter
1766951232.386774 format_defaults: c=/dev/ttys008
1766951232.386784 format_defaults: s=none
1766951232.386794 format_defaults: wl=none
1766951232.386804 format_defaults: wp=none
1766951232.386817 screen_write_start: size 86x1, no pane
1766951232.386828 screen_write_cursormove: from 0,0 to 0,0
1766951232.386872 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1766951232.386886 format_expand1: found #*1[
1766951232.386898 format_expand1: found #{}: E:status-left-style
1766951232.386908 format_replace: modifier 0 is E
1766951232.386927 format_replace: format 'status-left-style' found: default
1766951232.386939 format_expand1: expanding format: default
1766951232.386949 format_expand1: result is: default
1766951232.386960 format_replace: replaced 'E:status-left-style' with 'default'
1766951232.386971 format_expand1: found #*1[
1766951232.386982 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1766951232.386993 format_expand1: expanding format: #{status-left-length}
1766951232.387004 format_expand1: found #{}: status-left-length
1766951232.387017 format_replace: format 'status-left-length' found: 50
1766951232.387027 format_replace: replaced 'status-left-length' with '50'
1766951232.387038 format_expand1: result is: 50
1766951232.387048 format_replace: modifier 0 is T
1766951232.387059 format_replace: modifier 1 is =
1766951232.387069 format_replace: modifier 1 argument 0: 50
1766951232.387084 format_replace: format 'status-left' found: #[fg=colour81,bold] #S#{?client_ssh,#[fg=colour238]@#H,} 
1766951232.387095 format_expand1: expanding format: #[fg=colour81,bold] #S#{?client_ssh,#[fg=colour238]@#H,} 
1766951232.387105 format_expand1: found #*1[
1766951232.387118 format_expand1: found #S: session_name
1766951232.387133 format_replace: format 'session_name' found: 0
1766951232.387144 format_replace: replaced 'session_name' with '0'
1766951232.387155 format_expand1: found #{}: ?client_ssh,#[fg=colour238]@#H,
1766951232.387171 format_replace: condition is: client_ssh
1766951232.387195 format_expand1: expanding format: client_ssh
1766951232.387206 format_expand1: result is: client_ssh
1766951232.387216 format_replace: condition 'client_ssh' not found; assuming false
1766951232.387227 format_replace: condition 'client_ssh' is false
1766951232.387238 format_replace: no condition matched in 'client_ssh,#[fg=colour238]@#H,'; using last arg
1766951232.387248 format_replace: replaced '?client_ssh,#[fg=colour238]@#H,' with ''
1766951232.387259 format_expand1: result is: #[fg=colour81,bold] 0 
1766951232.387271 format_replace: applied length limit 50: #[fg=colour81,bold] 0 
1766951232.387282 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '#[fg=colour81,bold] 0 '
1766951232.387293 format_expand1: found #*1[
1766951232.387303 format_expand1: found #*1[
1766951232.387314 format_expand1: found #*1[
1766951232.387324 format_expand1: found #{}: status-justify
1766951232.387338 format_replace: format 'status-justify' found: left
1766951232.387348 format_replace: replaced 'status-justify' with 'left'
1766951232.387359 format_expand1: found #*1[
1766951232.387370 format_expand1: found #*1[
1766951232.387380 format_expand1: found #*1[
1766951232.387416 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1766951232.387431 format_replace: modifier 0 is W
1766951232.387449 format_loop_windows: window loop: 1 @0
1766951232.387460 format_defaults: c=/dev/ttys008
1766951232.387471 format_defaults: s=$0
1766951232.387481 format_defaults: wl=1
1766951232.387491 format_defaults: wp=none
1766951232.387509 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1766951232.387524 format_expand1: found #*1[
1766951232.387534 format_expand1: found #{}: window_index
1766951232.387551 format_replace: format 'window_index' found: 1
1766951232.387572 format_replace: replaced 'window_index' with '1'
1766951232.387585 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1766951232.387597 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1766951232.387615 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1766951232.387627 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1766951232.387638 format_replace: modifier 0 is !=
1766951232.387650 format_expand1: expanding format: #{E:window-status-current-style}
1766951232.387661 format_expand1: found #{}: E:window-status-current-style
1766951232.387671 format_replace: modifier 0 is E
1766951232.387683 format_replace: format 'window-status-current-style' found: fg=colour81,bold
1766951232.387694 format_expand1: expanding format: fg=colour81,bold
1766951232.387704 format_expand1: result is: fg=colour81,bold
1766951232.387714 format_replace: replaced 'E:window-status-current-style' with 'fg=colour81,bold'
1766951232.387725 format_expand1: result is: fg=colour81,bold
1766951232.387735 format_expand1: expanding format: default
1766951232.387745 format_expand1: result is: default
1766951232.387755 format_replace: compare != left is: fg=colour81,bold
1766951232.387765 format_replace: compare != right is: default
1766951232.387776 format_replace: replaced '!=:#{E:window-status-current-style},default' with '1'
1766951232.387787 format_expand1: result is: 1
1766951232.387799 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is true
1766951232.387810 format_expand1: expanding format: #{E:window-status-current-style}
1766951232.387821 format_expand1: found #{}: E:window-status-current-style
1766951232.387832 format_replace: modifier 0 is E
1766951232.387844 format_replace: format 'window-status-current-style' found: fg=colour81,bold
1766951232.387855 format_expand1: expanding format: fg=colour81,bold
1766951232.387866 format_expand1: result is: fg=colour81,bold
1766951232.387876 format_replace: replaced 'E:window-status-current-style' with 'fg=colour81,bold'
1766951232.387887 format_expand1: result is: fg=colour81,bold
1766951232.387901 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'fg=colour81,bold'
1766951232.387914 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1766951232.387926 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1766951232.387941 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1766951232.387952 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1766951232.387963 format_replace: modifier 0 is &&
1766951232.387974 format_expand1: expanding format: #{window_last_flag}
1766951232.387985 format_expand1: found #{}: window_last_flag
1766951232.387999 format_replace: format 'window_last_flag' found: 0
1766951232.388010 format_replace: replaced 'window_last_flag' with '0'
1766951232.388021 format_expand1: result is: 0
1766951232.388031 format_bool_op_n: operator && has operand: 0
1766951232.388042 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1766951232.388052 format_expand1: result is: 0
1766951232.388063 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1766951232.388075 format_replace: no condition matched in '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},'; using last arg
1766951232.388087 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1766951232.388102 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1766951232.388114 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1766951232.388127 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1766951232.388138 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1766951232.388148 format_replace: modifier 0 is &&
1766951232.388158 format_expand1: expanding format: #{window_bell_flag}
1766951232.388169 format_expand1: found #{}: window_bell_flag
1766951232.388183 format_replace: format 'window_bell_flag' found: 0
1766951232.388193 format_replace: replaced 'window_bell_flag' with '0'
1766951232.388204 format_expand1: result is: 0
1766951232.388215 format_bool_op_n: operator && has operand: 0
1766951232.388227 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1766951232.388238 format_expand1: result is: 0
1766951232.388249 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1766951232.388265 format_replace: no condition matched in '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}'; using last arg
1766951232.388277 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1766951232.388291 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1766951232.388304 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1766951232.388320 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1766951232.388332 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1766951232.388343 format_replace: modifier 0 is &&
1766951232.388355 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1766951232.388366 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1766951232.388377 format_replace: modifier 0 is ||
1766951232.388389 format_expand1: expanding format: #{window_activity_flag}
1766951232.388400 format_expand1: found #{}: window_activity_flag
1766951232.388414 format_replace: format 'window_activity_flag' found: 0
1766951232.388424 format_replace: replaced 'window_activity_flag' with '0'
1766951232.388434 format_expand1: result is: 0
1766951232.388444 format_bool_op_n: operator || has operand: 0
1766951232.388455 format_expand1: expanding format: #{window_silence_flag}
1766951232.388465 format_expand1: found #{}: window_silence_flag
1766951232.388480 format_replace: format 'window_silence_flag' found: 0
1766951232.388491 format_replace: replaced 'window_silence_flag' with '0'
1766951232.388502 format_expand1: result is: 0
1766951232.388513 format_bool_op_n: operator || has operand: 0
1766951232.388524 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1766951232.388536 format_expand1: result is: 0
1766951232.388547 format_bool_op_n: operator && has operand: 0
1766951232.388559 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1766951232.388570 format_expand1: result is: 0
1766951232.388582 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1766951232.388596 format_replace: no condition matched in '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},'; using last arg
1766951232.388609 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1766951232.388620 format_expand1: result is: 
1766951232.388634 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1766951232.388645 format_expand1: found #*1[
1766951232.388656 format_expand1: found #{}: T:window-status-current-format
1766951232.388667 format_replace: modifier 0 is T
1766951232.388680 format_replace: format 'window-status-current-format' found:  #[fg=colour81,bold]#I:#W #[fg=colour238]#(git rev-parse --abbrev-ref HEAD 2>/dev/null) 
1766951232.388692 format_expand1: expanding format:  #[fg=colour81,bold]#I:#W #[fg=colour238]#(git rev-parse --abbrev-ref HEAD 2>/dev/null) 
1766951232.388702 format_expand1: found #*1[
1766951232.388712 format_expand1: found #I: window_index
